region_id,scene_id,district,state,proposed_label,tags,model_evidence,native_input_sha256,model_run_id,priority,visible_area_m2,source_dates,source_date_seam,boundary_overlap_fraction,sampling_group,spatial_holdout_group,review_url,human_label,geometry_decision,reviewer,reviewed_at,review_status,feedback
C1034.f03,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; uniform; faint-rows,Broad parcel has continuous muted cover without coherent burn-like patches.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,7229,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f03,,,,,pending,
C1034.f04,C1034,Bathinda,Punjab,unburned-looking field,green; parallel-rows; elongated,Regular longitudinal rows remain visible across the parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,11385,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f04,,,,,pending,
C1034.f05,C1034,Bathinda,Punjab,unburned-looking field,olive-green; faint-rows; tapered,Mostly continuous cover follows a long irregular parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,13865,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f05,,,,,pending,
C1034.f06,C1034,Bathinda,Punjab,unburned-looking field,olive; faint-lines; edge-clipped,"Upper-edge parcel fragment has subdued, relatively uniform cover.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1780,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f06,,,,,pending,
C1034.f07,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; faint-rows; irregular,No distinct char/ash-like region is apparent within this parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,7618,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f07,,,,,pending,
C1034.f08,C1034,Bathinda,Punjab,unburned-looking field,olive; smooth; edge-clipped,Uniform-looking cover continues beyond the right image edge.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,2235,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f08,,,,,pending,
C1034.f09,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; parallel-rows; tapered,Repeated pale rows cross otherwise consistent field cover.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,6279,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f09,,,,,pending,
C1034.f10,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; narrow; longitudinal-lines,Narrow parcel has muted cover and faint row structure.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,2928,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f10,,,,,pending,
C1034.f11,C1034,Bathinda,Punjab,uncertain field,dark; striped; pale-rows; edge-clipped,"Strong dark-and-light longitudinal bands could reflect vegetation, soil, or residue rather than char.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,4132,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f11,,,,,pending,
C1034.f12,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; smooth; faint-rows,Broad uniform surface lacks a coherent burn-like pattern.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,6605,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f12,,,,,pending,
C1034.f13,C1034,Bathinda,Punjab,uncertain field,brown; striped; tapered,"Alternating dark and pale rows are visible, but their material is ambiguous.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,2392,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f13,,,,,pending,
C1034.f14,C1034,Bathinda,Punjab,unburned-looking field,olive-green; uniform; diagonal-edge,Continuous cover occupies the parcel above the diagonal boundary.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,6890,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f14,,,,,pending,
C1034.f15,C1034,Bathinda,Punjab,uncertain field,tan; mottled; triangular,Pale mottled surface may be exposed soil or residue; no clear ash-char association is visible.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,2209,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f15,,,,,pending,
C1034.f16,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; faint-rows; muted,Relatively even field cover contrasts with the strongly striped parcel to its left.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,4459,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f16,,,,,pending,
C1034.f17,C1034,Bathinda,Punjab,uncertain field,striped; dark-bands; tan-bands,Repeated horizontal bands suggest rows or residue patterns rather than independently diagnostic burning.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,6456,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f17,,,,,pending,
C1034.f18,C1034,Bathinda,Punjab,unburned-looking field,dark-green; horizontal-rows; uniform,Dark cover retains regular rows and scattered pale flecks without a coherent ash-like zone.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,7134,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f18,,,,,pending,
C1034.f19,C1034,Bathinda,Punjab,uncertain field,dark-patch; scalloped-edge; mixed-cover; tan-margin,"A large irregular dark patch adjoins lighter field cover. Vegetation, shadow, moisture, and char cannot be reliably separated here.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,8655,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f19,,,,,pending,
C1034.f20,C1034,Bathinda,Punjab,uncertain field,elongated; dark-strip; straight-bands,Narrow diagonal parcel contains a dark linear band that may reflect cover or shadow rather than burning.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,1898,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f20,,,,,pending,
C1034.f21,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; faint-rows; diagonal-edge; edge-clipped,Muted cover and regular fine lines extend to the image boundary.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,5710,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f21,,,,,pending,
C1034.f22,C1034,Bathinda,Punjab,unburned-looking field,olive-green; uniform; triangular; edge-clipped,Small visible parcel wedge has continuous greenish cover.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1733,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f22,,,,,pending,
C1034.f23,C1034,Bathinda,Punjab,uncertain field,longitudinal-rows; dark-bands; tan-streaks,"Strong alternating rows do not establish whether dark material is vegetation, moist soil, or char.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,6877,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f23,,,,,pending,
C1034.f24,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; smooth; faint-lines,Mostly even cover with sparse pale marks and no distinct burn-like patch.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,10724,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f24,,,,,pending,
C1034.f25,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; horizontal-lines; narrow,Shallow parcel strip has consistent cover.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,3119,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f25,,,,,pending,
C1034.f26,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; faint-rows; pale-speck,Uniform-looking strip contains a small pale spot without accompanying char-like texture.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,3581,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f26,,,,,pending,
C1034.f27,C1034,Bathinda,Punjab,unburned-looking field,olive; smooth; horizontal-lines,Lower strip has continuous muted cover.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,3830,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f27,,,,,pending,
C1034.f28,C1034,Bathinda,Punjab,unburned-looking field,olive-green; narrow; faint-rows,Small parcel beside the track has regular cover.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1785,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f28,,,,,pending,
C1034.f29,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; horizontal-rows; narrow,Pale regular rows remain visible across the parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,2271,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f29,,,,,pending,
C1034.f30,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; longitudinal-lines; narrow,Light narrow parcel shows organized lines without a distinct dark burn-like patch.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1214,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f30,,,,,pending,
C1034.f31,C1034,Bathinda,Punjab,unburned-looking field,brown-olive; fine-rows; uniform,Relatively even cover occupies this small central parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,2831,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f31,,,,,pending,
C1034.f32,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; parallel-rows; even-cover,Repeated rows and a muted surface provide a no-clear-burn example.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,6932,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f32,,,,,pending,
C1034.f33,C1034,Bathinda,Punjab,uncertain field,tan; narrow; streaked,Narrow field strip is pale and streaked; its surface material is unresolved.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,484,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f33,,,,,pending,
C1034.f34,C1034,Bathinda,Punjab,unburned-looking field,tan; curved-rows; patchy,Curved pale rows and darker intervening cover do not form a clear char-like pattern.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,4938,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f34,,,,,pending,
C1034.f35,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; smooth; isolated-tree,Mostly uniform field surface surrounds a small tree-like feature.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,2501,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f35,,,,,pending,
C1034.f36,C1034,Bathinda,Punjab,unburned-looking field,tan; horizontal-rows; tree-margin,"Pale rows occupy the visible field, with trees obscuring parts of its lower boundary.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,3365,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f36,,,,,pending,
C1034.f37,C1034,Bathinda,Punjab,uncertain field,mottled; brown-green; rough-texture,Small enclosed rough patch may contain sparse vegetation or residue; tree cover obscures the lower edge.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,1793,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f37,,,,,pending,
C1034.f38,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; diagonal-rows; edge-clipped,Fine aligned marks remain visible in this right-edge parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1756,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f38,,,,,pending,
C1034.f39,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; diagonal-lines; irregular; edge-clipped,Broad field has subdued cover and regular cultivation-like lines.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,7257,2021-11-25,False,0.0008403361344537816,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f39,,,,,pending,
C1034.f40,C1034,Bathinda,Punjab,uncertain field,dark-green; pale-streaks; narrow,Dark horizontal strip contains pale row-like marks; color alone is insufficient evidence of burning.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,2062,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f40,,,,,pending,
C1034.f41,C1034,Bathinda,Punjab,uncertain field,dark; horizontal-bands; tapered,"Dark cover and pale bands could represent vegetation, soil, or residue.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,2054,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f41,,,,,pending,
C1034.f42,C1034,Bathinda,Punjab,unburned-looking field,dark-green; horizontal-rows; tree-margin,"Greenish cover retains row structure, with trees obscuring part of the diagonal margin.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1760,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f42,,,,,pending,
C1034.f43,C1034,Bathinda,Punjab,uncertain field,dark; mottled; edge-clipped,"Only a small lower-edge field fragment is visible, with unresolved dark surface material.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,636,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f43,,,,,pending,
C1034.f44,C1034,Bathinda,Punjab,uncertain field,dark; tan-streaks; rough-rows; edge-clipped,"Dark ground is interspersed with tan row-like material. Residue, soil, and vegetation remain plausible alternatives to char.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,6804,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f44,,,,,pending,
C1034.f45,C1034,Bathinda,Punjab,uncertain field,brown; horizontal-rows; pale-bands; edge-clipped,Dark and pale horizontal bands extend beyond the lower image edge without decisive burning evidence.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,2868,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f45,,,,,pending,
C1034.f46,C1034,Bathinda,Punjab,unburned-looking field,tan; smooth; tapered,"Small parcel beside the diagonal track has pale, relatively even cover.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,727,2021-11-25,False,0.008388037928519328,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f46,,,,,pending,
C1034.f47,C1034,Bathinda,Punjab,unburned-looking field,green; dense-cover; narrow,Compact green strip provides a visibly vegetated no-clear-burn example.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,544,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f47,,,,,pending,
C1034.f48,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; fine-rows; slanted-edge,Regular rows cross a muted field surface.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1857,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f48,,,,,pending,
C1034.f49,C1034,Bathinda,Punjab,unburned-looking field,olive-brown; parallel-rows; edge-clipped,Fine rows remain visible across the right-edge parcel.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1886,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f49,,,,,pending,
C1034.f50,C1034,Bathinda,Punjab,unburned-looking field,tan; fine-texture; edge-clipped,Pale field surface lacks a coherent dark char-like region.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,2052,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f50,,,,,pending,
C1034.f51,C1034,Bathinda,Punjab,unburned-looking field,tan-olive; faint-rows; tree-margin; edge-clipped,"Muted cover extends below the image, with trees near the upper margin.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1778,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f51,,,,,pending,
C1034.f52,C1034,Bathinda,Punjab,uncertain field,olive-brown; narrow-fragment; edge-clipped,"Only a narrow portion of the parcel is visible, limiting surface interpretation.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,1280,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f52,,,,,pending,
C1034.f53,C1034,Bathinda,Punjab,unburned-looking field,olive; uniform; edge-clipped,Visible strip has relatively continuous cover beside the track.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,1702,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f53,,,,,pending,
C1034.f54,C1034,Bathinda,Punjab,unburned-looking field,olive-green; faint-rows; edge-clipped,Narrow field fragment shows muted greenish cover.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,routine-review,931,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f54,,,,,pending,
C1034.f55,C1034,Bathinda,Punjab,uncertain field,dark-olive; mottled; edge-clipped,Dark mottling in the cropped fragment is not diagnostic of burning.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,681,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f55,,,,,pending,
C1034.f56,C1034,Bathinda,Punjab,uncertain field,dark; pale-bands; edge-clipped,Narrow visible strip contains dark cover and pale linear marks.,543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,438,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f56,,,,,pending,
C1034.f57,C1034,Bathinda,Punjab,uncertain field,dark-green; mottled; edge-clipped,"Limited visible field area prevents reliable discrimination among vegetation, soil, and residue.",543165294fa275d0019b404c75e8b252c3f08b32d167b7914d152ef641569c4b,c91ae571-55a6-480d-b26c-1fb93db6360e,uncertain-class-review,907,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1034.f57,,,,,pending,
C1035.p01,C1035,Bathinda,Punjab,unburned-looking field,tan; parallel-rows; edge-fragment,Pale linear texture is visible above the tree-lined track. The parcel continues beyond the image.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,732,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p01,,,,,pending,
C1035.p02,C1035,Bathinda,Punjab,unburned-looking field,muted-green; fine-texture; tree-border; edge-fragment,"Relatively uniform cover is interrupted along its lower edge by trees, without a distinct char-like patch.",d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,2018,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p02,,,,,pending,
C1035.p03,C1035,Bathinda,Punjab,unburned-looking field,brown; parallel-rows; tree-border; edge-fragment,Repeated agricultural texture extends to the upper image edge.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,3134,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p03,,,,,pending,
C1035.p04,C1035,Bathinda,Punjab,unburned-looking field,olive; uniform-cover; edge-fragment,Muted cover has fine linear texture and no obvious coherent ash-like region.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,1541,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p04,,,,,pending,
C1035.p05,C1035,Bathinda,Punjab,unburned-looking field,brown-green; fine-texture; tree-border; edge-fragment,The visible field strip ends against a tree-lined track.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,2324,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p05,,,,,pending,
C1035.p06,C1035,Bathinda,Punjab,unburned-looking field,tan; linear-texture; edge-fragment,Pale agricultural texture remains visible between the upper edge and bordering trees.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,1342,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p06,,,,,pending,
C1035.p07,C1035,Bathinda,Punjab,unburned-looking field,olive-tan; horizontal-bands; even-texture,Faint bands cross the parcel without a localized char-like pattern.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,3074,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p07,,,,,pending,
C1035.p08,C1035,Bathinda,Punjab,unburned-looking field,muted-green; horizontal-bands; uniform-cover,This adjoining parcel has subdued green-brown cover and regular field texture.,d96d9be83d0fc7d741ee903d2783a66c17005c095cba30c2469df5487c127629,09ed985d-df7b-4898-8fa8-535fbfd1ef01,routine-review,2660,2021-11-25,False,0,district-bathinda-06,spatial-C930,https://nipunbatra.github.io/fieldwork-scene/crop-burn-review/#C1035.p08,,,,,pending,
